order_id,customer_id,order_datetime,billing_zip,shipping_zip,shipping_state,payment_method,device_type,ip_country,promo_used,promo_code,order_subtotal,shipping_fee,tax_amount,order_total,risk_score,is_fraud,fulfilled
2506,6,"2025-07-25 09:12:58",56566,56566,IL,card,desktop,US,0,,104.51,6.99,8.73,120.23,4.3,0,1
2507,6,"2025-11-15 06:03:26",56566,56566,IL,card,desktop,CA,0,,681.94,8.39,50.85,741.18,73.2,1,1
2508,6,"2025-11-25 09:18:32",56566,56566,IL,bank,desktop,US,0,,405.87,8.04,21.69,435.6,10.7,0,1
2509,6,"2026-01-01 15:51:12",56566,56566,IL,card,mobile,US,1,STUDENT,785.56,8.39,71.5,865.45,79.0,0,1
2510,6,"2025-07-22 04:03:48",56566,56566,IL,card,desktop,US,0,,49.01,6.99,4.05,60.05,3.2,0,1
2511,6,"2025-09-05 22:43:21",56566,56566,IL,card,mobile,US,0,,234.01,25.34,14.34,273.69,11.6,0,1
2512,6,"2025-10-15 00:14:45",56566,56566,IL,card,desktop,US,1,FREESHIP,389.32,0.0,23.67,412.99,22.5,0,1
2513,6,"2025-08-25 06:20:07",56566,56566,IL,bank,mobile,US,1,WELCOME,142.31,6.99,7.47,156.77,5.6,0,1
2514,6,"2025-12-10 17:33:41",56566,56566,IL,paypal,desktop,CA,0,,7.79,6.99,0.58,15.36,5.1,0,1
2515,6,"2025-09-06 05:11:32",56566,56566,IL,card,mobile,US,0,,210.0,12.99,11.1,234.09,9.7,0,1
2516,6,"2025-08-19 18:45:06",56566,55157,TX,card,mobile,US,0,,101.08,12.99,8.83,122.9,17.0,0,1
2517,6,"2025-07-14 11:23:55",56566,56566,IL,card,desktop,US,1,WELCOME,771.81,8.74,67.75,848.3,71.9,0,1
2518,6,"2025-09-22 18:01:16",56566,56566,IL,card,desktop,US,0,,145.21,6.99,8.4,160.6,3.2,0,1
2519,6,"2025-07-12 14:52:54",56566,41287,NY,card,mobile,US,0,,8.62,6.99,0.46,16.07,6.8,0,1
2520,6,"2025-08-17 20:31:23",56566,56566,IL,crypto,desktop,US,0,,438.7,7.34,36.79,482.83,57.8,0,1
2521,6,"2025-11-15 16:34:49",56566,56566,IL,paypal,desktop,US,0,,39.64,12.99,2.06,54.69,2.4,0,1
2522,6,"2025-11-15 08:45:40",56566,56566,IL,card,mobile,US,0,,773.84,8.39,65.37,847.6,69.8,0,1
2523,6,"2025-07-22 17:51:13",56566,56566,IL,crypto,desktop,US,0,,426.39,7.69,23.94,458.02,54.7,0,1
2524,6,"2025-10-05 01:21:51",56566,56566,IL,card,desktop,GB,0,,304.6,8.04,17.52,330.16,17.5,0,1
2525,6,"2025-08-22 13:00:49",56566,56566,IL,card,desktop,US,0,,419.85,14.04,29.33,463.22,20.0,0,1
2526,6,"2025-09-17 11:33:28",56566,56566,IL,paypal,desktop,US,0,,133.01,14.04,8.9,155.95,3.8,0,1
2527,6,"2025-12-30 23:52:40",56566,56566,IL,paypal,mobile,US,1,WELCOME,616.91,26.39,45.57,688.87,53.6,0,1
2528,6,"2026-01-03 10:08:26",56566,56566,IL,card,desktop,US,0,,24.72,6.99,2.21,33.92,2.8,0,1
2529,6,"2025-12-29 19:15:25",56566,56566,IL,bank,mobile,US,0,,1081.9,14.74,61.43,1158.07,78.4,0,1
2530,6,"2025-07-10 18:36:42",56566,56566,IL,paypal,desktop,US,0,,13.31,6.99,1.0,21.3,0.7,0,1
2531,6,"2025-11-20 19:13:19",56566,56566,IL,card,mobile,US,0,,165.55,6.99,9.97,182.51,7.7,0,1
2532,6,"2025-07-23 07:55:44",56566,56566,IL,card,mobile,US,0,,565.27,8.39,35.92,609.58,41.3,0,1
2533,7,"2025-12-29 23:54:50",45382,45382,MI,paypal,mobile,US,1,VIP20,1316.77,9.44,79.21,1405.42,89.4,0,1
2534,7,"2025-09-04 19:47:00",45382,45382,MI,card,desktop,US,1,VIP20,138.51,7.69,10.73,156.93,4.2,0,1
2535,7,"2025-07-15 05:02:18",45382,45382,MI,card,mobile,US,0,,390.27,8.04,19.93,418.24,12.9,0,1
2536,7,"2025-10-09 16:25:45",45382,45382,MI,paypal,desktop,CA,1,VIP20,685.84,8.74,62.15,756.73,64.2,0,1
2537,7,"2025-09-05 04:58:06",45382,45382,MI,card,desktop,US,0,,22.73,6.99,1.33,31.05,1.6,0,1
2538,7,"2025-08-15 18:40:32",45382,45382,MI,card,desktop,US,0,,723.44,14.04,54.55,792.03,41.6,0,1
2539,7,"2025-11-06 21:30:09",45382,45382,MI,card,mobile,US,0,,253.78,25.69,15.86,295.33,4.2,0,1
2540,7,"2025-09-19 19:38:13",45382,66286,NY,crypto,mobile,US,1,WELCOME,204.69,7.69,12.92,225.3,58.1,0,1
2541,7,"2025-11-04 16:59:21",45382,45382,MI,card,desktop,US,0,,945.45,9.09,76.33,1030.87,56.3,0,1
2542,7,"2025-07-12 19:40:54",45382,45382,MI,card,mobile,US,0,,283.39,8.04,26.23,317.66,8.2,0,1
2543,7,"2025-09-18 08:15:59",45382,45382,MI,paypal,desktop,US,1,SAVE10,354.02,13.69,32.91,400.62,10.0,0,1
2544,7,"2025-07-27 03:12:30",45382,45382,MI,card,mobile,US,1,FREESHIP,330.08,0.0,27.93,358.01,14.1,0,1
2545,7,"2025-09-05 15:37:10",45382,45382,MI,card,mobile,US,0,,274.06,25.69,21.08,320.83,10.0,0,1
2546,7,"2025-11-14 13:31:36",45382,45382,MI,paypal,mobile,US,0,,486.13,15.09,38.84,540.06,10.0,0,1
2547,7,"2025-07-30 18:01:02",45382,45382,MI,card,desktop,US,0,,413.52,8.74,33.43,455.69,11.7,0,1
2548,7,"2025-09-14 07:57:21",45382,45382,MI,card,desktop,US,0,,555.3,14.39,44.03,613.72,22.6,0,1
2549,7,"2025-10-23 10:45:48",45382,45382,MI,bank,mobile,US,0,,368.04,8.39,32.7,409.13,7.2,0,1
2550,7,"2025-07-11 20:43:07",45382,45382,MI,paypal,mobile,US,0,,235.25,7.34,21.46,264.05,4.8,0,1
2551,7,"2025-11-02 15:59:03",45382,75179,CO,bank,desktop,US,0,,800.15,9.09,40.14,849.38,48.7,0,1
2552,7,"2025-09-04 19:37:12",45382,45382,MI,card,tablet,US,1,WELCOME,647.68,8.74,38.13,694.55,39.5,0,1
2553,7,"2025-08-30 03:55:46",45382,85748,TX,card,mobile,US,0,,689.27,8.04,60.46,757.77,72.9,0,1
2554,7,"2025-07-14 17:01:01",45382,45382,MI,bank,mobile,US,0,,186.95,7.34,10.54,204.83,3.3,0,1
2555,7,"2025-12-31 21:01:15",45382,45382,MI,card,desktop,US,0,,303.53,10.14,20.41,334.08,2.6,0,1
2556,7,"2025-09-07 11:48:18",45382,45382,MI,card,mobile,US,0,,76.06,6.99,4.95,88.0,4.5,0,1
2557,7,"2025-11-30 13:02:45",45382,45382,MI,card,mobile,BR,0,,15.23,6.99,0.89,23.11,2.0,0,1
2558,7,"2025-12-07 10:55:16",45382,45382,MI,card,desktop,US,0,,410.92,8.74,21.64,441.3,4.3,0,1
2559,7,"2025-09-03 09:00:31",45382,45382,MI,bank,mobile,US,0,,261.09,8.74,21.62,291.45,4.1,0,1
2560,7,"2025-08-28 18:18:46",45382,45382,MI,card,mobile,US,0,,703.6,14.39,49.97,767.96,46.0,0,1
2561,7,"2025-08-06 07:30:34",45382,45382,MI,card,desktop,US,1,FREESHIP,1243.08,0.0,117.53,1360.61,94.8,0,1
2562,7,"2025-08-18 02:58:35",45382,45382,MI,card,desktop,US,1,FREESHIP,441.34,0.0,34.19,475.53,17.9,0,1
2563,7,"2025-12-05 08:46:43",45382,45382,MI,card,mobile,US,0,,468.8,9.44,28.27,506.51,7.8,0,1
2564,7,"2025-10-08 16:58:54",45382,45382,MI,bank,mobile,US,1,WELCOME,356.43,7.34,32.73,396.5,9.8,0,1
2565,7,"2025-11-28 07:21:20",45382,45382,MI,card,mobile,NG,0,,609.87,14.04,55.46,679.37,35.4,0,1
2566,7,"2025-09-23 14:51:21",45382,45382,MI,bank,desktop,US,1,FREESHIP,442.3,0.0,40.59,482.89,13.2,0,1
2567,7,"2025-08-04 05:25:43",45382,45382,MI,card,desktop,US,0,,125.99,6.99,7.53,140.51,2.7,0,1
2568,7,"2025-09-27 08:07:37",45382,45382,MI,card,desktop,US,1,WELCOME,157.18,6.99,8.89,173.06,5.5,0,1
2569,7,"2025-08-01 21:22:12",45382,45382,MI,bank,desktop,US,0,,83.04,13.69,7.06,103.79,1.5,0,1
2570,7,"2025-09-26 23:06:57",45382,45382,MI,bank,desktop,US,1,SAVE10,114.44,6.99,7.43,128.86,2.5,0,1
2571,7,"2025-10-09 08:01:34",45382,45382,MI,paypal,desktop,US,1,SAVE10,85.28,6.99,6.89,99.16,2.4,0,1
2572,7,"2025-11-08 09:02:53",45382,45382,MI,card,mobile,US,0,,639.11,8.04,56.57,703.72,35.9,0,1
2573,7,"2025-09-22 20:07:23",45382,45382,MI,card,desktop,US,0,,647.52,9.79,36.63,693.94,34.7,0,1
2574,7,"2025-09-14 18:11:48",45382,45382,MI,card,tablet,US,0,,71.04,6.99,6.61,84.64,2.5,0,1
2575,7,"2025-10-30 07:11:55",45382,45382,MI,card,mobile,CA,0,,176.44,7.69,15.0,199.13,6.9,0,1
2576,7,"2025-08-21 11:32:47",45382,45382,MI,card,mobile,US,0,,357.86,8.39,25.72,391.97,13.7,0,1
2577,7,"2025-07-26 20:11:34",45382,45382,MI,paypal,desktop,US,0,,698.32,14.39,37.86,750.57,30.0,1,1
2578,7,"2025-08-23 15:22:44",45382,91242,IL,bank,desktop,US,0,,23.16,6.99,1.22,31.37,4.6,0,1
2579,7,"2025-07-11 10:45:12",45382,45382,MI,bank,mobile,US,0,,442.07,14.04,23.79,479.9,10.0,0,1
2580,7,"2025-12-25 23:15:08",45382,45382,MI,card,mobile,US,0,,660.35,9.09,57.95,727.39,20.4,0,1
2581,7,"2025-11-20 05:59:28",45382,45382,MI,bank,desktop,US,0,,45.11,24.99,3.85,73.95,0.4,0,1
2582,7,"2025-10-07 07:39:06",45382,45382,MI,card,mobile,US,0,,162.87,13.34,9.89,186.1,4.4,0,1
2583,7,"2025-12-22 01:20:57",45382,45382,MI,card,desktop,US,0,,257.25,12.99,21.12,291.36,2.1,0,1
2584,7,"2026-01-05 14:42:02",45382,45382,MI,card,desktop,US,0,,833.53,14.04,68.74,916.31,37.3,0,1
2585,7,"2025-07-25 21:36:33",45382,45382,MI,bank,desktop,US,0,,206.7,7.34,13.49,227.53,2.3,0,1
2586,7,"2025-10-09 23:48:19",45382,45382,MI,card,mobile,US,0,,146.01,13.34,7.66,167.01,6.5,0,1
2587,7,"2025-10-02 21:02:15",45382,45382,MI,card,mobile,US,0,,317.9,13.69,18.9,350.49,11.4,0,1
2588,7,"2025-11-28 00:38:18",45382,45382,MI,paypal,mobile,US,0,,163.32,7.34,12.13,182.79,1.2,0,1
2589,7,"2025-08-04 15:22:20",45382,45382,MI,card,mobile,US,0,,933.23,9.44,75.77,1018.44,83.1,1,1
2590,7,"2025-11-27 03:42:49",45382,14825,AZ,card,tablet,US,0,,811.83,14.39,53.28,879.5,57.4,0,1
2591,7,"2025-11-30 05:22:58",45382,45382,MI,card,desktop,US,0,,135.74,8.39,11.47,155.6,1.8,0,1
2592,7,"2025-11-15 12:19:53",45382,45382,MI,card,mobile,US,0,,528.36,7.34,34.29,569.99,17.5,0,1
2593,7,"2025-12-24 04:59:31",45382,45382,MI,paypal,mobile,US,1,WELCOME,1312.27,9.09,67.92,1389.28,88.6,0,1
2594,7,"2025-11-11 11:30:17",45382,45382,MI,card,mobile,US,0,,743.62,9.79,42.38,795.79,47.0,0,1
2595,7,"2025-09-27 15:19:29",45382,45382,MI,card,tablet,US,1,VIP20,673.03,8.04,53.7,734.77,68.4,1,1
2596,7,"2025-08-28 19:43:56",45382,45382,MI,card,mobile,US,1,SAVE10,401.19,13.69,25.58,440.46,29.0,0,1
2597,7,"2025-07-19 21:02:44",45382,45382,MI,paypal,mobile,GB,0,,731.52,8.39,48.1,788.01,75.8,0,1
2598,7,"2025-11-17 03:15:32",45382,67505,CO,bank,mobile,US,0,,179.64,7.34,16.66,203.64,5.3,0,1
2599,7,"2025-08-22 20:57:09",45382,48320,CA,card,desktop,US,0,,539.65,9.09,36.04,584.78,58.0,0,1
2600,7,"2025-10-25 15:15:23",45382,45382,MI,paypal,mobile,US,0,,337.51,8.04,25.62,371.17,4.5,0,1
2601,7,"2025-08-16 22:44:21",45382,45382,MI,card,desktop,US,0,,438.45,8.74,38.82,486.01,13.4,0,1
2602,7,"2025-12-07 21:09:08",45382,45382,MI,card,desktop,US,0,,577.21,8.74,50.71,636.66,16.6,0,1
2603,7,"2025-07-17 06:11:56",45382,45382,MI,card,desktop,CA,0,,695.36,8.39,43.51,747.26,80.8,0,1
2604,7,"2025-10-01 19:57:55",45382,45382,MI,paypal,mobile,US,0,,496.15,8.04,26.26,530.45,24.1,0,1
2605,7,"2025-10-30 15:00:00",45382,45382,MI,card,mobile,US,0,,1002.33,16.14,71.26,1089.73,79.4,0,1
2606,7,"2025-11-19 20:27:52",45382,45382,MI,card,desktop,US,1,SAVE10,201.18,8.04,13.06,222.28,3.6,0,1
2607,7,"2025-11-21 15:13:27",45382,45382,MI,bank,mobile,US,0,,846.93,8.39,57.01,912.33,49.0,0,1
2608,7,"2025-09-05 08:17:54",45382,45382,MI,paypal,mobile,US,1,WELCOME,92.99,7.34,8.2,108.53,8.6,0,1
2609,7,"2025-09-28 19:32:35",45382,45382,MI,card,desktop,GB,0,,254.72,8.74,16.67,280.13,28.9,0,1
2610,7,"2025-09-26 14:27:22",45382,45382,MI,card,desktop,US,1,STUDENT,113.34,14.39,5.86,133.59,6.1,0,1
2611,7,"2025-08-24 19:58:40",45382,45382,MI,paypal,mobile,US,0,,101.79,13.34,7.52,122.65,6.4,0,1
2612,7,"2025-08-29 04:38:23",45382,45382,MI,card,tablet,US,0,,218.57,8.04,15.15,241.76,11.0,0,1
2613,7,"2025-07-26 16:40:23",45382,45382,MI,crypto,mobile,CA,0,,84.3,25.34,6.44,116.08,35.0,0,1
2614,7,"2025-12-21 23:40:28",45382,45382,MI,paypal,tablet,US,0,,612.6,9.09,56.27,677.96,9.9,0,1
2615,7,"2025-07-26 16:29:00",45382,45382,MI,bank,desktop,US,1,FREESHIP,169.71,0.0,9.15,178.86,3.2,0,1
2616,7,"2025-12-05 05:41:50",45382,45382,MI,bank,mobile,US,0,,275.62,6.99,14.07,296.68,2.6,0,1
2617,7,"2025-07-28 07:43:16",45382,45382,MI,card,desktop,US,0,,127.95,12.99,7.86,148.8,7.2,0,1
2618,7,"2025-12-22 03:33:15",45382,45382,MI,paypal,desktop,US,0,,924.94,8.74,60.75,994.43,39.5,0,1
2619,7,"2025-08-12 23:18:15",45382,45382,MI,paypal,desktop,US,0,,99.49,6.99,5.22,111.7,1.7,0,1
2620,7,"2025-10-19 21:16:17",45382,45382,MI,card,mobile,IN,0,,654.88,8.74,43.47,707.09,63.1,0,1
2621,7,"2025-10-13 07:49:27",45382,45382,MI,paypal,mobile,US,0,,1060.74,10.14,95.31,1166.19,92.6,0,1
2622,7,"2025-07-19 15:12:40",45382,45382,MI,card,mobile,US,0,,473.97,7.69,24.05,505.71,38.4,0,1
2623,7,"2025-12-05 02:11:23",45382,45382,MI,bank,mobile,US,0,,974.31,9.09,58.79,1042.19,64.8,0,1
2624,7,"2025-10-09 07:43:28",45382,45382,MI,card,desktop,US,0,,30.14,6.99,2.14,39.27,2.7,0,1
2625,7,"2025-07-12 10:06:00",45382,45382,MI,card,desktop,US,0,,352.05,8.04,24.93,385.02,10.2,0,1
2626,7,"2025-08-15 05:49:19",45382,45382,MI,card,mobile,US,1,STUDENT,1022.86,8.04,62.78,1093.68,86.6,0,1
2627,7,"2025-07-17 17:47:40",45382,45382,MI,paypal,desktop,GB,0,,286.27,6.99,22.47,315.73,26.5,0,1
2628,7,"2025-09-10 19:43:07",45382,45382,MI,card,desktop,US,0,,1097.28,9.09,79.35,1185.72,93.3,0,1
2629,7,"2025-12-01 07:03:19",45382,45382,MI,card,mobile,US,0,,1232.2,15.79,88.24,1336.23,93.6,0,1
2630,7,"2025-12-13 07:10:47",45382,45382,MI,bank,desktop,US,1,WELCOME,328.51,8.39,24.94,361.84,4.0,0,1
2631,7,"2025-07-22 08:29:08",45382,45382,MI,bank,mobile,US,0,,410.93,15.09,32.58,458.6,21.3,0,1
2632,7,"2025-10-10 18:18:33",45382,45382,MI,card,desktop,US,1,WELCOME,711.77,14.04,47.16,772.97,72.4,0,1
2633,7,"2025-07-23 03:02:00",45382,45382,MI,bank,desktop,US,0,,211.26,7.34,11.74,230.34,6.0,0,1
2634,7,"2025-10-11 06:29:40",45382,45382,MI,paypal,mobile,CA,0,,36.27,6.99,2.04,45.3,11.2,0,1
2635,7,"2025-09-09 02:53:38",45382,45382,MI,bank,mobile,US,0,,378.96,6.99,26.33,412.28,17.7,0,1
2636,7,"2025-09-28 19:49:11",45382,45382,MI,bank,desktop,US,0,,50.15,12.99,4.65,67.79,2.8,0,1
2637,7,"2025-10-12 17:10:32",45382,45382,MI,paypal,desktop,US,0,,65.01,6.99,5.14,77.14,3.9,0,1
2638,7,"2025-11-29 03:43:29",45382,81443,AZ,card,mobile,US,0,,324.68,8.04,29.55,362.27,18.4,0,1
2639,7,"2026-01-02 01:44:18",45382,45382,MI,card,mobile,US,0,,244.35,7.34,16.12,267.81,4.1,0,1
2640,7,"2025-12-14 15:22:03",45382,45382,MI,card,mobile,US,0,,978.57,9.09,51.98,1039.64,66.8,1,1
2641,7,"2025-10-05 17:30:36",45382,45382,MI,card,desktop,US,0,,968.42,8.74,88.21,1065.37,82.2,0,1
2642,7,"2025-12-10 07:26:02",45382,45382,MI,paypal,desktop,US,1,WELCOME,190.12,7.34,9.56,207.02,4.1,0,1
2643,7,"2025-08-24 10:27:24",45382,45382,MI,paypal,mobile,US,0,,85.28,12.99,7.35,105.62,5.9,0,1
2644,7,"2025-07-19 16:55:14",45382,45382,MI,paypal,mobile,US,0,,30.14,6.99,2.07,39.2,4.3,0,1
2645,7,"2025-12-05 15:58:54",45382,45382,MI,paypal,mobile,US,0,,295.22,13.34,20.45,329.01,6.6,0,1
2646,7,"2025-09-22 20:12:29",45382,90126,CO,card,desktop,US,1,SAVE10,216.63,7.34,11.82,235.79,26.5,0,1
2647,7,"2025-07-20 16:57:06",45382,76793,AZ,card,mobile,US,0,,1023.9,15.09,89.18,1128.17,97.9,0,1
2648,7,"2025-09-04 08:11:28",45382,20735,IL,card,desktop,US,1,SAVE10,159.55,7.69,9.04,176.28,30.6,0,1
2649,7,"2025-08-21 21:25:42",45382,45382,MI,card,mobile,US,0,,244.96,6.99,17.35,269.3,16.1,0,1
2650,7,"2025-08-07 15:15:16",45382,45382,MI,paypal,mobile,US,1,FREESHIP,497.18,0.0,41.51,538.69,44.9,0,1
2651,7,"2025-10-21 06:58:34",45382,45382,MI,card,mobile,US,0,,235.54,7.34,14.32,257.2,7.5,0,1
2652,7,"2025-11-28 13:32:31",45382,44490,TX,bank,mobile,US,0,,299.7,7.34,17.58,324.62,9.3,0,1
2653,7,"2025-07-29 06:54:55",45382,45382,MI,card,mobile,US,0,,123.75,6.99,9.68,140.42,9.1,0,1
2654,7,"2025-10-11 09:54:33",45382,43323,CO,card,mobile,US,0,,335.47,8.04,23.68,367.19,50.9,0,1
2655,7,"2026-01-02 17:49:26",45382,45382,MI,bank,desktop,US,0,,379.13,8.39,24.04,411.56,3.4,0,1
2656,7,"2025-07-14 19:13:31",45382,45382,MI,card,mobile,US,1,STUDENT,174.44,8.04,16.28,198.76,16.7,0,1
2657,7,"2025-11-10 12:12:34",45382,45382,MI,card,mobile,US,1,FREESHIP,165.04,0.0,8.6,173.64,5.6,0,1
2658,7,"2025-11-27 19:32:33",45382,45382,MI,bank,mobile,US,0,,1823.96,15.79,148.13,1987.88,99.2,0,1
2659,7,"2025-09-05 15:02:27",45382,45382,MI,paypal,tablet,US,1,VIP20,336.57,6.99,21.27,364.83,20.2,0,1
2660,7,"2025-09-01 22:44:52",45382,45382,MI,paypal,desktop,US,0,,766.46,14.74,64.9,846.1,53.3,0,1
2661,7,"2025-08-08 08:41:10",45382,45382,MI,card,mobile,US,1,SAVE10,880.85,8.39,46.0,935.24,88.9,1,1
2662,7,"2025-12-25 17:44:47",45382,45382,MI,card,desktop,US,0,,264.09,8.04,13.68,285.81,3.3,0,1
2663,7,"2025-11-06 16:21:31",45382,45382,MI,bank,desktop,US,0,,807.66,8.39,42.93,858.98,33.1,0,1
2664,7,"2025-12-30 08:19:15",45382,45382,MI,card,mobile,US,0,,220.28,15.44,11.73,247.45,3.7,0,1
2665,7,"2025-09-24 22:49:31",45382,45382,MI,card,desktop,US,0,,361.93,14.04,34.32,410.29,22.3,0,1
2666,7,"2025-07-20 08:47:35",45382,45382,MI,bank,tablet,US,0,,7.06,6.99,0.38,14.43,2.1,0,1
2667,7,"2025-11-08 17:41:52",45382,45382,MI,card,desktop,US,0,,58.68,13.34,3.75,75.77,2.9,0,1
2668,7,"2025-08-16 16:41:49",45382,45382,MI,card,mobile,US,0,,550.1,8.39,34.38,592.87,36.9,0,1
2669,7,"2025-12-13 04:35:56",45382,45382,MI,card,mobile,US,0,,633.9,14.39,46.85,695.14,37.2,0,1
2670,7,"2025-09-30 08:16:15",45382,45382,MI,paypal,mobile,US,0,,160.87,14.74,12.21,187.82,8.6,0,1
2671,7,"2025-10-08 21:20:02",45382,45382,MI,paypal,mobile,US,1,FREESHIP,306.73,0.0,16.7,323.43,21.7,0,1
2672,8,"2025-11-18 20:32:42",62581,62581,TX,paypal,mobile,US,0,,400.46,14.04,28.23,442.73,7.0,0,1
2673,8,"2025-11-29 17:44:13",62581,62581,TX,card,tablet,IN,0,,607.68,7.69,32.48,647.85,27.7,0,1
2674,8,"2026-01-02 15:00:36",62581,62581,TX,bank,mobile,US,0,,356.37,7.34,30.53,394.24,2.9,0,1
2675,8,"2025-08-30 17:59:22",62581,62581,TX,card,mobile,US,0,,158.05,6.99,9.04,174.08,4.6,0,1
2676,8,"2025-12-23 18:56:56",62581,62581,TX,card,mobile,US,0,,657.65,8.39,35.15,701.19,19.9,0,1
2677,8,"2025-09-29 16:33:20",62581,62581,TX,card,desktop,US,1,VIP20,490.26,14.04,32.62,536.92,24.7,0,1
2678,8,"2026-01-04 07:45:13",62581,62581,TX,paypal,desktop,GB,0,,708.06,26.74,52.45,787.25,36.3,0,1
2679,8,"2025-08-01 08:38:22",62581,62581,TX,card,mobile,US,0,,330.08,6.99,20.82,357.89,10.8,0,1
2680,8,"2025-11-19 23:18:10",62581,62581,TX,card,desktop,US,0,,556.35,7.69,28.37,592.41,13.7,0,1
2681,8,"2025-11-08 04:20:23",62581,62581,TX,paypal,desktop,GB,1,VIP20,660.42,8.04,57.52,725.98,48.2,0,1
2682,8,"2025-08-06 16:42:10",62581,62581,TX,bank,mobile,US,0,,442.63,7.69,29.3,479.62,10.9,0,1
2683,8,"2025-12-11 12:30:21",62581,62581,TX,card,mobile,IN,0,,130.44,6.99,12.18,149.61,4.1,0,1
2684,8,"2025-10-16 01:36:36",62581,62581,TX,card,mobile,US,0,,606.61,8.04,47.26,661.91,35.7,1,1
2685,8,"2025-10-05 11:00:37",62581,62581,TX,card,tablet,US,0,,130.23,8.04,9.11,147.38,3.0,0,1
2686,8,"2025-07-17 06:28:42",62581,62581,TX,card,mobile,US,0,,415.87,7.69,23.46,447.02,15.9,1,1
2687,8,"2025-12-15 07:26:23",62581,87159,FL,crypto,mobile,US,0,,94.85,7.34,8.42,110.61,17.6,0,1
2688,8,"2025-07-30 00:16:34",62581,62581,TX,card,desktop,US,1,WELCOME,229.12,13.34,17.07,259.53,7.6,0,1
2689,8,"2025-11-02 05:07:31",62581,62581,TX,card,desktop,US,0,,523.54,8.39,34.06,565.99,12.2,0,1
2690,8,"2025-09-04 12:43:40",62581,62581,TX,card,desktop,US,0,,70.73,6.99,4.01,81.73,2.2,0,1
2691,8,"2025-12-14 01:42:06",62581,62581,TX,paypal,mobile,US,1,VIP20,230.5,6.99,15.65,253.14,2.8,0,1
2692,8,"2025-09-27 01:19:25",62581,62581,TX,card,desktop,US,0,,280.26,7.34,14.45,302.05,6.4,0,1
2693,8,"2025-12-01 18:05:30",62581,62581,TX,card,desktop,US,0,,538.92,14.04,45.36,598.32,9.9,0,1
2694,8,"2025-07-16 21:26:18",62581,62581,TX,card,mobile,US,1,WELCOME,194.49,7.34,11.47,213.3,8.1,0,1
2695,8,"2025-07-27 11:05:47",62581,62581,TX,card,desktop,US,0,,231.61,13.69,20.43,265.73,5.4,0,1
2696,8,"2025-10-12 17:42:20",62581,97482,WA,paypal,desktop,US,1,STUDENT,326.63,6.99,28.0,361.62,25.1,0,1
2697,8,"2025-12-16 09:26:50",62581,62581,TX,card,mobile,US,0,,478.13,13.69,24.81,516.63,14.0,0,1
2698,8,"2025-09-16 22:55:41",62581,62581,TX,card,mobile,US,0,,1080.91,14.04,100.95,1195.9,88.9,0,1
2699,8,"2025-09-24 00:08:38",62581,62581,TX,paypal,desktop,GB,0,,47.5,7.34,3.87,58.71,3.9,0,1
2700,8,"2025-11-20 21:46:16",62581,62581,TX,card,mobile,US,0,,328.4,8.74,27.7,364.84,7.8,0,1
2701,8,"2025-10-21 22:54:10",62581,62581,TX,card,mobile,US,0,,57.22,24.99,3.42,85.63,3.0,0,1
2702,8,"2025-07-21 03:11:33",62581,62581,TX,bank,tablet,US,0,,15.66,24.99,0.81,41.46,1.2,0,1
2703,8,"2025-11-20 08:55:39",62581,62581,TX,paypal,desktop,US,1,FREESHIP,31.48,0.0,1.71,33.19,1.3,0,1
2704,8,"2026-01-02 23:33:51",62581,62581,TX,card,mobile,US,0,,141.2,6.99,11.93,160.12,1.6,0,1
2705,8,"2025-11-21 10:17:35",62581,62581,TX,card,mobile,US,0,,611.3,14.39,33.3,658.99,33.1,0,1
2706,8,"2025-08-01 02:55:22",62581,62581,TX,card,mobile,US,1,WELCOME,120.32,7.34,6.49,134.15,6.7,0,1
2707,8,"2025-11-26 23:22:15",62581,62581,TX,card,mobile,US,0,,291.2,8.74,18.18,318.12,5.7,0,1
2708,8,"2025-11-28 00:35:43",62581,62581,TX,card,mobile,NG,0,,488.03,14.04,43.08,545.15,33.8,0,1
2709,8,"2025-09-30 22:11:14",62581,62581,TX,card,desktop,US,0,,23.16,6.99,1.72,31.87,2.8,0,1
2710,8,"2025-07-26 19:45:39",62581,62581,TX,bank,desktop,US,0,,108.52,12.99,5.63,127.14,1.5,0,1
2711,8,"2025-11-19 06:27:16",62581,62581,TX,card,tablet,US,0,,496.8,7.69,37.02,541.51,11.0,0,1
2712,8,"2025-08-16 22:03:07",62581,62581,TX,card,desktop,US,0,,237.35,6.99,20.7,265.04,5.3,0,1
2713,8,"2025-08-02 01:44:33",62581,62581,TX,bank,mobile,US,0,,13.31,6.99,0.94,21.24,3.2,0,1
2714,8,"2025-09-13 04:10:36",62581,62581,TX,bank,mobile,US,0,,418.03,7.34,26.78,452.15,9.6,0,1
2715,8,"2025-07-14 20:10:20",62581,62581,TX,card,mobile,US,1,VIP20,20.31,6.99,1.86,29.16,3.4,0,1
2716,8,"2025-09-29 04:14:16",62581,62581,TX,paypal,mobile,US,1,VIP20,143.98,7.69,12.51,164.18,5.8,0,1
2717,8,"2025-10-18 14:33:11",62581,62581,TX,bank,mobile,US,0,,275.61,13.34,16.6,305.55,5.9,0,1
2718,8,"2025-09-02 17:09:48",62581,62581,TX,card,desktop,US,0,,202.94,6.99,16.39,226.32,4.4,0,1
